"EnterpriseName","State","District","Pincode","RegistrationDate","CommunicationAddress","NIC5DigitCode","NICDescription"
"JUNE STUDIO","KARNATAKA","BENGALURU (URBAN)","560078.0","08/09/2021","L25, ., 25TH MAIN, JP NAGAR 1ST PHASE, L25, ., BANGALORE","23931","Manufacture of articles of porcelain or china, earthenware, imitation porcelain or common pottery, including earthen statues"
"KRISHNA P (AKASH ENTERPRISES)","KARNATAKA","BENGALURU (URBAN)","560021.0","08/09/2021","No.11/1,Old No.140/A, KRISHNA P (AKASH ENTERPRISES), 2nd main,4th cross, No.11/1,Old No.140/A, ., Bengaluru","25999","Manufacture of other fabricated metal products n.e.c."
"MANJULA","KARNATAKA","BENGALURU (URBAN)","560073.0","08/09/2021","No.141, MANJULA, Nagasandra post,17th cross, No.141, Chikkabidarakallu, Bengaluru","27104","Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
"PARAS GARMENTS","KARNATAKA","BENGALURU (URBAN)","560079.0","27/12/2021","247, PARAS BUILDING, 1ST MAIN ROAD, 247, 02, BANGALORE","32909","Manufacture of other articles n.e.c."
"RIGHT APPAREL'S","KARNATAKA","BELAGAVI","591237.0","27/12/2021","CPC NO 185/02, CHIKODI ROAD, CHIKKODI ROAD, CPC NO 185/02, CPC NO 185/02, NIPANI","14101","Manufacture of all types of textile garments and clothing accessories"
"DAVANAGERIE BANANA FRUITS SHOP","KARNATAKA","DHARWAD","580028.0","25/04/2022","BASAVESHWAR NAGAR, AT KOTAGUNSHI, HUBLI, BASAVESHWAR NAGAR, TQ HUBLI, HUBLI","10301","Sun-drying of fruit and vegetables"
"M/S KUSHI AGRO ORGANICS","KARNATAKA","BELAGAVI","591313.0","23/12/2021","CTS NO 3629 23, KWALLI PLOT, SANGOLLI RAYANNA NAGAR, CTS NO 3629 23, SANKESHWAR, SANKESHWAR HUKERI","20121","Manufacture of urea and other organic fertilizers"
"SHEEL PRISHA ENTERPRISES","KARNATAKA","KOPPAL","583231.0","24/12/2021","4-4-331/A, MAHARAJA SILK HOUSE, JAWAHAR ROAD, 4-4-331/A, 10, KOPPAL","13911","Manufacture of knitted and crocheted cotton fabrics"
"NAVRATHAN JEWELLERS","KARNATAKA","KOLAR","563130.0","22/02/2022","10, NAVRATHAN JEWELLERS, MAHARAJA CIRCLE, 10, 0, MALUR","32119","Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
"VNS BRICK MANUFACTURING","KARNATAKA","BENGALURU (RURAL)","562110.0","14/10/2020","Kempathamanahalli, karahalli, Bangalore, Kempathamanahalli, Bangalore rural, Bangalore","23954","Manufacture of R.C.C. bricks and blocks"
"ANANDA POWERLOOMS","KARNATAKA","BENGALURU (RURAL)","562135.0","16/07/2021","95, MANDIBELE, MANDIBELE, 95, MANDIBELE POST, BANGALORE","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Nagarathnamma","KARNATAKA","BENGALURU (RURAL)","561203.0","16/07/2021","NO 12, HOSAHALLI, KODIGEHALLI POST, NO 12, AISHWARYA LAYOUT, DODDABALLAPURA","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"SHAKTI TREDERS HARUGERI","KARNATAKA","BELAGAVI","591220.0","27/01/2021","HARUGERI, HARUGERI, HARUGERI, HARUGERI, RAIBAG, BELAGAVI","22111","Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three-wheelers, tractors and aircraft"
"I J COLLECTION","KARNATAKA","GADAG","582118.0","24/02/2021","2694/1A/35, MUTTANNA ERANNA KUMBAR BUILDING, AMBABHAVANI NAGAR, 2694/1A/35, MUNDARAGI, MUNDARAGI","13134","Finishing of man-made and blended man-made textiles."
"KBN Agro Foods","KARNATAKA","KALABURAGI","585104.0","24/02/2021","PLOT NO 187 188, 2ND, KIADB, PLOT NO 187 188, KAPNOOR INDUSTRIAL AREA, KALABURAGI","10613","Dal (pulses) milling"
"GOUTAM SALES CORPORATION","KARNATAKA","BENGALURU (URBAN)","560002.0","11/08/2021","SHOP NO 4, SHREYANS PLAZA, NAGRATHPET MAIN ROAD, SHOP NO 4, 115-116, BANGALORE","13124","Weaving, manufacturing of man-made fiber and man-made mixture fabrics."
"M/S SAATVIK SOLUTIONS LLP","KARNATAKA","BENGALURU (URBAN)","560098.0","02/09/2020","360, GIRIYA&#39;S ENCLAVE, 43RD MAIN ROAD, 360, IDEAL HOMES TOWNSHIP, BANGALORE","28299","Manufacture of other special-purpose machinery n.e.c."
"A1 FRUITS","KARNATAKA","TUMAKURU","572216","27/05/2021","C/O BIN MOHIDDIN, 5TH CROSS, GUBBI, C/O BIN MOHIDDIN, MARUTHI NAGAR, TUMKUR","10309","Preservation of fruit and vegetables n.e.c."
"S S FABRICATION","KARNATAKA","BENGALURU (URBAN)","560083","27/05/2021","No 79, 0, Galaxy Garden, N.P. Kempegowda, No 79, 0, Bangalore","25999","Manufacture of other fabricated metal products n.e.c."
"OM SHAKTI ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560048.0","05/08/2021","APPANNA LAYOUT, GANGAMMA TEMPLE ROAD, BANGALORE, APPANNA LAYOUT, MAHADEVAPURA OUTER RING ROAD, BANAGLORE","31001","Manufacture of furniture made of wood"
"SAFIYA","KARNATAKA","DAKSHIN KANNAD","574241.0","23/12/2021","COTTEGE HOUSE, KOILA, PUTTUR, COTTEGE HOUSE, HENTHAR, PUTTUR","10798","Processing of salt into food-grade salt, e.g. iodized salt"
"K G N JEWELLERS","KARNATAKA","BALLARI","583119.0","22/04/2022","82, GROUND FLOOR, DARGA STREET, 82, NA, SANDUR","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"M/s SRI SRINIVAS INDUSTRIES","KARNATAKA","UDUPI","574104.0","22/04/2022","Plot.No.R-9, KSSIDC AREA, Karkala, Plot.No.R-9, Karkala, Udupi","10402","Manufacture of vegetable oils and fats excluding corn oil"
"SGM TECHNOLOGIES","KARNATAKA","SHIVAMOGGA","577204.0","22/04/2022","Ward no 26, Nagasamudra Complex, Near BSNL office, Sagar Road, Ward no 26, Shivamogga, Shivamogga","28211","Manufacture of tractors used in agriculture and forestry"
"G.VENKATESH","KARNATAKA","DAKSHIN KANNAD","574239.0","16/10/2021","VIII-247, KURUNJIKARS COMPLEX, MAIN ROAD SULLIA, VIII-247, SHREE RAMPETE, SULLIA","10103","Pork-slaughtering, preparation"
"AMBA BHAVANI ENETERPRISES","KARNATAKA","BENGALURU (URBAN)","560032.0","16/10/2021","17, 1st A Main Road, Amba Bhavani Enterprises, Bhuvaneshwari Nagar, 17, 1st A Main Road, Ground Floor, Bengaluru","18129","Other service activities related to printing n.e.c."
"Mahamahe Cement Hollow Bricks","KARNATAKA","MYSURU","571103.0","24/02/2021","00, Mahamahe Cement Hollow Bricks, Hunsur Main Road, 00, Bilikere Hobli, Mysore","23952","Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)"
"RAMESH","KARNATAKA","BENGALURU (URBAN)","560090.0","07/02/2022","371/A, Hesaragatta main road, Janatha colony, 371/A, Near government school, Bangalore","16213","Manufacture of flush doors and other boards or panels"
"Syed transport","KARNATAKA","KALABURAGI","585222","29/09/2021","Sedam, Sedam, Sedam, Sedam, Sedam, Sedam","30999","Manufacture of other transport equipments n.e.c. such as pushcarts, handcarts etc"
"Printed 3D Technologies","KARNATAKA","BENGALURU (URBAN)","560037","29/09/2021","223/B, Malleshawari Vihar, 5th main, 223/B, Tala Cauvery Road, Bengaluru","22209","Manufacture of other plastics products n.e.c"
"SREE GURURAJ JEWELLERY WORKS","KARNATAKA","BENGALURU (URBAN)","560040","29/09/2021","No.1220, Sree, 80ft Road, No.1220, 2nd Block, Bangalore","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"SHARADA RICE MILL","KARNATAKA","DAVANGERE","577003","29/09/2021","601, Sharadha rice mill, 13th cross, 601, Bharath colony, Davangere","10612","Rice milling"
"KUMAR TAILARING AND READYMADE GARMENTS","KARNATAKA","TUMAKURU","572201.0","05/12/2020","37/1B, FIRST FLOOR, KASABA HOBALI, 37/1B, TIPTUR, BIDAREGUDI","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"AVEROY","KARNATAKA","BENGALURU (URBAN)","560078.0","02/06/2021","B801, BRIGADE MILLENNIUM, J P NAGAR 7 TH PHASE, B801, MAGNOLIA BLOCK, BANGALORE","25993","Manufacture of metal cable and other articles made of wire (except for electric transmission)"
"M/S VENKATESWARA PACKAGINGS","KARNATAKA","BENGALURU (URBAN)","560058.0","02/06/2021","329/330, 9th Cross, 2nd Stage, Peenya Ind Area, 329/330, 4th Main, 4th Phase, Bangalore","17022","Manufacture of corrugated paper board containers"
"M/S HOLYMARY FARMS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560047.0","02/06/2021","Door No. 368, -, Centre Road, Door No. 368, -, Bangalore","10509","Manufacture of other dairy products n.e.c."
"M/S BANASHREE FEEDS","KARNATAKA","DHARWAD","580028.0","02/06/2021","M/S Banashree Feeds, Rayanal, Nil, M/S Banashree Feeds, Nil, Hubballi","32909","Manufacture of other articles n.e.c."
"LAXMIVENKATESHWARA ENTERPRISES","KARNATAKA","UTTAR KANNAD","581349.0","02/09/2020","BEHIND ASHOK HOTEL, YELLAPUR ROAD, YELLAPUR ROAD, BEHIND ASHOK HOTEL, MUNDGOD, MUNDGOD","31001","Manufacture of furniture made of wood"
"M/S INDICORP INTERNATIONAL VENTURES LLP","KARNATAKA","BENGALURU (URBAN)","560026.0","02/09/2020","7/1/92/5, INDICORP, WEST PIPELINE ROAD, 7/1/92/5, KARITHIMANNAHALLI, KASTURBA NA, BANGALORE","10402","Manufacture of vegetable oils and fats excluding corn oil"
"Varuna Printers","KARNATAKA","DAVANGERE","577001.0","15/07/2021","493/1b, Near Devanagari Gas Agency, BEHIND KAIPETE, 493/1b, KAIPETE, DAVANAGERE","18112","Printing of magazines and other periodicals, books and brochures, maps, atlases, posters etc."
"Flower women store","KARNATAKA","BELAGAVI","590001.0","22/09/2021","SHOP NO.1, CTS NO.3801, KOTWAL GALLI, SHOP NO.1, ., BELAGAVI","15122","Manufacture of purse, ladies' handbags, artistic leather presented articles and novelties"
"INDO MACHINERY INDUSTRIES","KARNATAKA","DAVANGERE","577006.0","22/09/2021","DOOR NO 843/4, KUNDAVADA GRAMA, KUNDVADA ROAD, DOOR NO 843/4, JCB SHOWROOM, DAVANAGERE","27104","Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
"Lakshmi venkateshwara sweets","KARNATAKA","BENGALURU (RURAL)","561205.0","11/12/2021","01, Narayanappa, Main road, 01, 0, Doddaballapura","10719","Manufacture of other bakery products n.e.c."
"M/S MALAI STONES","KARNATAKA","MANDYA","571429.0","11/08/2021","Plot No 44, NIL, KIADB industrial Area, Plot No 44, NIL, Maddur TQ","32909","Manufacture of other articles n.e.c."
"SRI SHASHI LADIES TAILOR","KARNATAKA","BENGALURU (URBAN)","560073.0","31/01/2021","NO.31, 1ST MAIN, 4TH CROOS, NAGASANDRA POST, NO.31, 1ST MAIN, BAGALAGUNTE, BANGALORE","13999","Manufacture of other textiles/textile products n.e.c."
"M/S   Shreee A N Granites","KARNATAKA","KOPPAL","583231.0","20/07/2021","KUKKANAPALLI, KUKKANAPALLI, KUKKANAPALLI, KUKKANAPALLI, KUKKANAPALLI, KUKKANAPALLI","23960","Cutting, shaping and finishing of stone"
"YALAKKI HANUMANTHAPPA SRINIVAS SILKS","KARNATAKA","BENGALURU (URBAN)","560083.0","20/07/2021","889, OM, 11TH CROSS WEAVERS COLONY, 889, 0, BANGALORE","13122","Weaving, manufacture of silk and silk mixture fabrics."
"A R SOUNDS & LIGHTS","KARNATAKA","BENGALURU (RURAL)","562114.0","11/04/2022","NO 6597/5310/2640, S M LAYOUT, OLD MADARASH ROAD, NO 6597/5310/2640, NEAR RELIANCE PETROL BUNK, BANGALORE","27400","Manufacture of electric lighting equipment"
"MAHADESHWAR PROVISION STORE","KARNATAKA","BENGALURU (URBAN)","560023.0","11/04/2022","NO.18/4, 0, 22ND CROSS,, NO.18/4, 0, K P AGRAHARA","10614","Grain milling other than wheat, rice and dal"
"MAHALAKSHMI TEXTILES","KARNATAKA","BENGALURU (RURAL)","562114.0","08/02/2022","# 1, MAHALAKSHMI TEXTILES, MARKET ROAD, # 1, HOSAKOTE, HOSAKOTE","13131","Finishing of cotton and blended cotton textiles."
"Dundappa Milk Product AND Goat Farming","KARNATAKA","BELAGAVI","591309.0","24/06/2022","Yellimunnoli, Yellimunnoli, Yellimunnoli, Yellimunnoli, Yellimunnoli, Yellimunnoli","10501","Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured)"
"SADGURU HYDRAULICS","KARNATAKA","BELAGAVI","590008.0","21/04/2022","PLOT NO 685/6, KANGRALKAR COMPOUND, OPP S P M CONTROLS, PLOT NO 685/6, NA, BELAGAVI","28299","Manufacture of other special-purpose machinery n.e.c."
"M/S NEO DIGITAL PRINTS","KARNATAKA","BENGALURU (URBAN)","560089.0","21/04/2022","No.47/1A&B, NEAR YELLAMMADEVI TEMPLE, HESARAGHATTA HOBLI, No.47/1A&B, SHIVAKOTE POST, BANGALORE","17099","Manufacture of other paper products n.e.c."
"RAMESH M L","KARNATAKA","TUMAKURU","572112.0","11/10/2021","1, 2, NEAR ROAD, 1, 3, MADHUGIRI TQ","16212","Manufacture of particle board and fibreboard including densified wood"
"VEERABDDRESHWAR CARPENTR WARK","KARNATAKA","DHARWAD","580114.0","11/10/2021","104 HIREHONNIHALLI, VEERABDDRESHWAR NILAYA, DARWAD KALGATGI ROD HIREHONNIH, 104 HIREHONNIHALLI, 104 HIREHONNIHALLI, HIREHONNIHALLI","16229","Manufacture of builders' carpentry and joinery n.e.c."
"Shree Sigandhureshwari Textiles","KARNATAKA","UTTAR KANNAD","581314.0","11/10/2021","Near PM High School, Babruwada, Manjaguni Road, Near PM High School, Ankola, Ankola","32119","Manufacture of other articles of gold, silver and other precious and semi precious metal and stone"
"MD MUSA GIRIL WORKSHOP","KARNATAKA","BIDAR","585327.0","21/12/2021","31/288,, Madina colony shivapur road, Near patil Hospital, 31/288,, 0, BASAVAKALYAN","16221","Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]"
"A R Rangdal readymade.co","KARNATAKA","BIDAR","585327.0","17/02/2022","4128/2a, A.R, Vidyashree colony, 4128/2a, 0, Basavakalyan","13999","Manufacture of other textiles/textile products n.e.c."
"BHAVANISHANKAR SHILPAKALA KENDRA","KARNATAKA","UDUPI","574122.0","17/02/2022","2-160/1, -, KERVASHE, 2-160/1, -, KARKALA","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"SUDDHODHANA MANUFACTURES","KARNATAKA","VIJAYAPURA","586127.0","20/04/2022","813, YAMBATNAL, MAIN ROAD DONUR, 813, NEAR BUS STOP, BASAVAN BAGEWADI","17092","Manufacture of paper cups, saucers, plates, hoops, cones and other similar products"
"S S WELDING WORKS","KARNATAKA","DAVANGERE","577601.0","23/06/2022","609, S/O SYED SADATH, BANGLA BADAVANE, 609, 1ST MAIN 1ST CROSS, HARIHAR","25999","Manufacture of other fabricated metal products n.e.c."
"MANUFACTURING OF COCONUT OIL AND FLOUR MILL","KARNATAKA","UDUPI","576214","19/04/2021","PADUVARI VILLAGE, BYNDOOR, PANCHAYATH ROAD, PADUVARI VILLAGE, BYNDOOR, BYNDOOR","10795","Grinding and processing of spices"
"NAZMEEN GARMENT SHOP","KARNATAKA","BAGALKOT","587101","19/04/2021","158, WARD NO 10, NEAR HEAD POST OFFICE, 158, BAGALKOT, BAGALKOT","14101","Manufacture of all types of textile garments and clothing accessories"
"YOGEESHA K","KARNATAKA","DAKSHIN KANNAD","574202.0","27/01/2021","1 130, karayga induatries, dolpady, 1 130, 1, kadaba","10802","Manufacture of poultry feed"
"N B ENGINEERING","KARNATAKA","BENGALURU (URBAN)","560099.0","27/01/2021","No. 26/7A/1, Ground Floor, Bommasandra Industrial Area, No. 26/7A/1, Kachanayakanahalli, Bengaluru","25999","Manufacture of other fabricated metal products n.e.c."
"HUCHAPPA  TALAWAR","KARNATAKA","BAGALKOT","587311.0","27/01/2021","00, WARD NO 06, ASHOK COLONY BANAHATTI, 00, BANAHATTI, BANAHATTI","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"J K Auto Service","KARNATAKA","BELAGAVI","591117.0","27/01/2021","Gandhi nagar, Yaragatti road, Yaragatti road, Gandhi nagar, Gandhi nagar, savadatti","33121","Repair and maintenance of engines and turbines excluding aircraft, vehicle and cycle engines"
"MAHANTESH R KAMKAR","KARNATAKA","BELAGAVI","590005.0","24/02/2021","66, KALMESHWAR ROAD, KALMESHWAR ROAD, 66, 13, BELGAUM","13999","Manufacture of other textiles/textile products n.e.c."
"M/S MEDISP BIO PRODUCTS","KARNATAKA","BENGALURU (RURAL)","562162.0","11/08/2021","Survey No. 95, Sree Sreenivasa Textile Processing Pvt Ltd, Dasanpura, Tumkur Road, Survey No. 95, Bangalore North Taluk, Bangalore","21006","Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc."
"MANJUNATHA TYRES","KARNATAKA","HASSAN","573103.0","11/08/2021","KHATA NO: 13/1653,, NEAR MINI  VIDHANA SOUDHA,, B H ROAD, KHATA NO: 13/1653,, ., ARSIKERE","22113","Retreading of tyres; replacing or rebuilding of tread on used pneumatic tyres"
"M/S VEGANYA FOOD PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560100.0","27/01/2021","H.No.B-003, Ajmera Stone Park Phase 1, Neeladri Road, Neeladri Nagar,, H.No.B-003, H.No.B-003, Bangalore","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"Mohammed Rizwan","KARNATAKA","BENGALURU (URBAN)","560026.0","16/07/2021","No. 28, -, 1st Cross, Masjid A Ayesha Rd,, No. 28, Opp: Al Aualam Urdu School, Bengaluru","13131","Finishing of cotton and blended cotton textiles."
"KRISHNA POWER LOOMS","KARNATAKA","BENGALURU (URBAN)","560079.0","23/09/2021","Old No14F, New no 8, 1st cross 1st main, Old No14F, Nagarabhavi, Bengaluru","13122","Weaving, manufacture of silk and silk mixture fabrics."
"M R Plastic Industries","KARNATAKA","DAKSHIN KANNAD","575001.0","23/09/2021","No.14, 2nd Floor,, Popular Complex, Bibi Alabi Road, No.14, 2nd Floor,, Maidan 3rd Cross, Mangaluru","22209","Manufacture of other plastics products n.e.c"
"LILLY CLOTH CENTER","KARNATAKA","SHIVAMOGGA","577301","30/09/2021","0, CHIKKANNA COMPOUND, HOSUR JEDIKATTE, 0, 0, BHADRAVATHI","14201","Manufacture of wearing apparel and clothing accessories made of fur"
"SRI YELUKOTI MYLARALINGESHWARA PLYNING WOOD WORK","KARNATAKA","MANDYA","571426","30/09/2021","THENKERE VILLAGE, THENDEKERE, MAIN ROAD, THENKERE VILLAGE, SILLENERE, K R PETE TQ","16101","Sawing and planing of wood"
"HARISH ENTERPRISES","KARNATAKA","CHIKBALLAPUR","562101.0","07/02/2022","devasthanadahosahall, gundlagurki, chikkaballapur, devasthanadahosahall, chikkaballapur, chikkaballapur","32909","Manufacture of other articles n.e.c."
"SMT GAYATRI SHIVANAND LAMANI","KARNATAKA","BAGALKOT","587120","01/05/2021","W/O SHIVANAND LAMANI, LAXMI NAGAR, LAXMI NAGAR, W/O SHIVANAND LAMANI, WARD NO 09, HUNGUND","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"Sharma Ayurveda Vaidyashala","KARNATAKA","BENGALURU (URBAN)","560041","01/05/2021","No.6/A,, 1st Floor,, 39th Cross,, No.6/A,, 4-T Block, Jayanagar,, Bangalore","21003","Manufacture of `ayurvedic’ or `unani’ pharmaceutical preparation"
"sri matha motor winders and welders","KARNATAKA","DAKSHIN KANNAD","574201.0","20/07/2021","1-789/3, sri krishna complex, bolwar bail, 1-789/3, 11, Puttur","33140","Repair of electrical equipment"
"VEDANTH ENTERPRISE","KARNATAKA","MYSURU","570009.0","20/07/2021","#1784, MARUTHI TENT ROAD, MARUTHI TENT ROAD, #1784, JANATHANAGARA, MYSURU","33140","Repair of electrical equipment"
"Akbar mujawar","KARNATAKA","VIJAYAPURA","586118.0","27/09/2021","h no 106, binjalbhavi, near hanuman temple, h no 106, binjalbhavi, sindgi","10736","Preserving in sugar of fruit, nuts, fruit peels and other parts of plants"
"LAVANYA  ENTERPRISES","KARNATAKA","KOPPAL","583229.0","27/09/2021","Shop no 3-1-6 / 9, ward no 04 saloni area, KARATAGI, Shop no 3-1-6 / 9, ., KOPPAL","24205","Production and refining of precious metals (such as gold, silver platinum etc.) and alloys"
"NEW SOUNDARYA LADIES TAILER","KARNATAKA","SHIVAMOGGA","577201.0","27/09/2021","0, VEERABHADRESHWARA NILAYA, 1 ST CROSS VINAYAKA NAGARA, 0, 00, SHIVAMOGGA","13131","Finishing of cotton and blended cotton textiles."
"iPACK ENTERPRISES","KARNATAKA","MYSURU","571301.0","27/09/2021","SHED NO 2, ASST NO 3833, NANJANAGUDU, SHED NO 2, OOTY ROAD, NANJANAGUDU","17022","Manufacture of corrugated paper board containers"
"MAHAVEER INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560091","16/04/2021","31/32, BYRAVESHARA INDUSTRIAL ETS, ANDRAHALLI, 31/32, NORH, BANGALORE NORTH","32909","Manufacture of other articles n.e.c."
"Rani","KARNATAKA","CHITRADURGA","577501","16/04/2021","-, Lakshminarasimha Nilaya, Bheemapanayaka road, -, Kelagote, chitradurga","15116","Embroidering and embossing of leather articles"
"Star hotel","KARNATAKA","BIDAR","585331.0","22/09/2021","2-260, Star, Basavakalyan road, 2-260, 2-260, Basavakalyan","10796","Manufacture of papads, appalam and similar food products"
"JAYALAKSHMI AGRO TECH","KARNATAKA","TUMAKURU","572201.0","22/09/2021","HALEPALYA, HALEPALYA, TIPTUR, HALEPALYA, TIPTUR, TIPTUR","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"DEYI BAIDETHI AYURVEDA","KARNATAKA","DAKSHIN KANNAD","574223.0","23/09/2021","3-101, Gejjegiri Complex, Gejjegiri temple road, 3-101, 3, Puttur","21003","Manufacture of `ayurvedic’ or `unani’ pharmaceutical preparation"
"S M OFFSET PRINTERS","KARNATAKA","HASSAN","573103.0","31/10/2020","NO.302-1, S M OFFSET PRINTERS, NEAR MYSORE ROAD, NO.302-1, BLOCK 2, ARSIKERE","17095","Manufacture of file cover/file boards, and similar articles."
"Devishree AgarbathiPerfumeryWorks","KARNATAKA","UDUPI","576229.0","17/07/2020","Devishree, Devishree Agarbathi Works, Shankarnarayana Road, Devishree, Ground Floor, Siddapura","20238","Manufacture of “agarbatti” and other preparations which operate by burning"
"KAMAKSHI TYRES","KARNATAKA","BENGALURU (URBAN)","560010.0","17/07/2020","No41, KAMAKSHI TYRES, Opp.karumariyamma temple,magad, No41, 6th block, Bangalore","22113","Retreading of tyres; replacing or rebuilding of tread on used pneumatic tyres"
"PARAMOUNT CUTTING TOOLS","KARNATAKA","BENGALURU (URBAN)","560058.0","17/07/2020","NO 426D, S R SUNIL BUILDING, 10TH CROSS ROAD, NO 426D, 1ST FLOOR, BENGALURU URBAN","28199","Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including manufacture of parts and accessories for general purpose machinery and equipment.)"
"VINAYAKA GARMENTS","KARNATAKA","BENGALURU (URBAN)","560091.0","17/07/2020","No 22,, 1st Floor, Doddanna Industrial estate, No 22,, Doddanna Industrial estate, Bengalore","13999","Manufacture of other textiles/textile products n.e.c."
"M/S WAGONASTHA SERVICES PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560005.0","31/10/2020","No.18, Central Street, Cleveland Town, No.18, x, Bangalore","27103","Manufacture of electric motors (except internal combustion engine starting motors)"
"MAGNUM PAPER CONVERTER CO","KARNATAKA","BENGALURU (URBAN)","560064.0","31/10/2020","C-04, Ground Floor, KSSIDC Industrial Estate, C-04, -, Bangalore","17091","Manufacture of computer paper"
"Shashikala Enterptise","KARNATAKA","DAVANGERE","583137.0","04/05/2021","Machihalli Tanada, Machihalli, Machihalli, Machihalli Tanada, Machihalli Tanada, Davenagere","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"M/S VEGA ENGINEERING","KARNATAKA","BENGALURU (URBAN)","560028.0","23/07/2021","19, BKM PLAZA, MAIN, 19, 5TH, BENGALURU","28162","Manufacture of other lifting and handling equipment and parts thereof"
"Ananya Goat farm","KARNATAKA","KALABURAGI","585306.0","23/07/2021","*2/4 Yempalli, Yempalli, Main Road Yempalli, *2/4 Yempalli, Ainapur, Kalburagi","10109","Production, processing and preserving of other meat and meat products n.e.c."
"M/s Shiva Designers","KARNATAKA","UDUPI","574104.0","23/07/2020","0, Shiva Designers, Nakre, 0, 0, Karkala","32909","Manufacture of other articles n.e.c."
"Ganesh Minerals","KARNATAKA","DHARWAD","580029.0","23/07/2020","No.1, The C C W STores, Cotton Market, No.1, New Cotton Market, Hubli","32909","Manufacture of other articles n.e.c."
"SHRI KAMADHENU ORGANICS AND HERBALS","KARNATAKA","DHARWAD","580024.0","23/07/2020","House No 46, Palankar building, Near siddarud math, House No 46, 2nd cross, Hubballi","20231","Manufacture of soap all forms"
"SPACE DESIGN STUDIO","KARNATAKA","BENGALURU (URBAN)","560043.0","23/07/2020","NO.101, GROUND FLOOR, HORAMAVU, NO.101, NEAR HORAMAVU LAKE, BANGALORE","13136","Activity related to screen printing"
"Manjunatha computer hardware and networking services","KARNATAKA","MYSURU","571301.0","23/07/2020","4342, Manjunatha nilaya, Hullahalli road, 4342, 02, Nanjanagudu","26203","Manufacture of monitors, keyboards, all types of mice, joysticks, and trackball accessories, dedicated computer terminals etc."
"AISWHRYA AUTOMOBILES","KARNATAKA","YADGIR","585216.0","03/11/2020","1/19, MALLIKARJUNA TEMPLE, NEAR MALLIKARJUNA TEMPLE, 1/19, 1ST, MUDNOOR K","28170","Manufacture of office machinery and equipment"
"Sri Ranga Textail","KARNATAKA","BENGALURU (URBAN)","560083.0","23/07/2021","76, Kamalamma, 4th cross, 76, 1, Bengaluru","13122","Weaving, manufacture of silk and silk mixture fabrics."
