enterprise_id,nic2_division,byproduct_name,waste_ratio_pct,qty_annual_tonnes_estimated,unit,district,source_citation
KA-ENT-007445,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-007446,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007446,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007446,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007447,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,GADAG,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007447,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,GADAG,FAO Agricultural Services Bulletin 136
KA-ENT-007448,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007448,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007449,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007449,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007450,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,GADAG,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007450,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,GADAG,FAO Agricultural Services Bulletin 136
KA-ENT-007451,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007451,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007452,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007452,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007453,10,Rice Husk,20.0,20.0,tonnes/year,CHITRADURGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007453,10,Rice Bran,10.0,10.0,tonnes/year,CHITRADURGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007454,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,RAICHUR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007454,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,RAICHUR,FAO Agricultural Services Bulletin 136
KA-ENT-007455,10,Rice Husk,20.0,20.0,tonnes/year,RAMANAGARA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007455,10,Rice Bran,10.0,10.0,tonnes/year,RAMANAGARA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007456,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007456,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-007457,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,KODAGU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007457,23,Kiln Fly Ash,3.0,3.0,tonnes/year,KODAGU,GIZ Clean Brick Kiln Report
KA-ENT-007458,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007458,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007458,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007459,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,RAICHUR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007459,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,RAICHUR,FAO Agricultural Services Bulletin 136
KA-ENT-007460,10,Rice Husk,20.0,20.0,tonnes/year,CHITRADURGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007460,10,Rice Bran,10.0,10.0,tonnes/year,CHITRADURGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007461,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007461,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007462,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007462,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007463,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007463,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007464,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007464,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007465,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007465,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007465,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007466,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007466,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007467,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007467,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007468,16,Sawdust,25.0,25.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007468,16,Wood Bark,12.0,12.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007468,16,Wood Offcuts,24.0,24.0,tonnes/year,CHIKKAMAGALURU,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007469,10,Rice Husk,20.0,20.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007469,10,Rice Bran,10.0,10.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007470,16,Sawdust,25.0,25.0,tonnes/year,CHAMARAJNAGAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007470,16,Wood Bark,12.0,12.0,tonnes/year,CHAMARAJNAGAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007470,16,Wood Offcuts,24.0,24.0,tonnes/year,CHAMARAJNAGAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007471,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007471,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-007472,10,Rice Husk,20.0,20.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007472,10,Rice Bran,10.0,10.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007473,10,Rice Husk,20.0,20.0,tonnes/year,KODAGU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007473,10,Rice Bran,10.0,10.0,tonnes/year,KODAGU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007474,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007474,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007475,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007475,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007476,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007476,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007477,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007477,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007477,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007478,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007478,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007479,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007479,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-007480,16,Sawdust,25.0,25.0,tonnes/year,DHARWAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007480,16,Wood Bark,12.0,12.0,tonnes/year,DHARWAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007480,16,Wood Offcuts,24.0,24.0,tonnes/year,DHARWAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007481,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007481,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007482,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007482,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007483,10,Rice Husk,20.0,20.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007483,10,Rice Bran,10.0,10.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007484,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007484,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-007485,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007485,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-007486,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BALLARI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007486,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BALLARI,FAO Agricultural Services Bulletin 136
KA-ENT-007487,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,UDUPI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007487,25,Machining Swarf,12.0,12.0,tonnes/year,UDUPI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007487,25,Mill Scale,10.0,10.0,tonnes/year,UDUPI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007488,16,Sawdust,25.0,25.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007488,16,Wood Bark,12.0,12.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007488,16,Wood Offcuts,24.0,24.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007489,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007489,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007489,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007490,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007490,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007491,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,MYSURU,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007491,25,Machining Swarf,12.0,12.0,tonnes/year,MYSURU,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007491,25,Mill Scale,10.0,10.0,tonnes/year,MYSURU,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007492,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007492,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007493,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,CHIKKAMAGALURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007493,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,CHIKKAMAGALURU,FAO Agricultural Services Bulletin 136
KA-ENT-007494,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007494,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007495,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007495,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007496,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007496,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007497,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007497,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007498,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007498,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-007499,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007499,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007499,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007500,10,Rice Husk,20.0,20.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007500,10,Rice Bran,10.0,10.0,tonnes/year,MYSURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007501,16,Sawdust,25.0,25.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007501,16,Wood Bark,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007501,16,Wood Offcuts,24.0,24.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007502,10,Rice Husk,20.0,20.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007502,10,Rice Bran,10.0,10.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007503,10,Rice Husk,20.0,20.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007503,10,Rice Bran,10.0,10.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007504,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MYSURU,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007504,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MYSURU,FAO Agricultural Services Bulletin 136
KA-ENT-007505,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,DHARWAD,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007505,25,Machining Swarf,12.0,12.0,tonnes/year,DHARWAD,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007505,25,Mill Scale,10.0,10.0,tonnes/year,DHARWAD,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007506,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (RURAL),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-007506,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (RURAL),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007506,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (RURAL),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-007507,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007507,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007508,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007508,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-007509,16,Sawdust,25.0,25.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007509,16,Wood Bark,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007509,16,Wood Offcuts,24.0,24.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007510,16,Sawdust,25.0,25.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007510,16,Wood Bark,12.0,12.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007510,16,Wood Offcuts,24.0,24.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007511,10,Rice Husk,20.0,20.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007511,10,Rice Bran,10.0,10.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007512,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007512,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BENGALURU (URBAN),GIZ Clean Brick Kiln Report
KA-ENT-007513,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007513,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-007514,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007514,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-007515,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007515,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007516,10,Rice Husk,20.0,20.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007516,10,Rice Bran,10.0,10.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007517,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007517,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007518,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007518,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-007519,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007519,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007520,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007520,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007521,16,Sawdust,25.0,25.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007521,16,Wood Bark,12.0,12.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007521,16,Wood Offcuts,24.0,24.0,tonnes/year,DAKSHIN KANNAD,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007522,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007522,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007523,10,Rice Husk,20.0,20.0,tonnes/year,KODAGU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007523,10,Rice Bran,10.0,10.0,tonnes/year,KODAGU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007524,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MANDYA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-007524,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MANDYA,FAO Agricultural Services Bulletin 136
KA-ENT-007525,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007525,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007526,16,Sawdust,25.0,25.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007526,16,Wood Bark,12.0,12.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007526,16,Wood Offcuts,24.0,24.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-007527,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-007527,23,Kiln Fly Ash,3.0,3.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report
KA-ENT-007528,10,Rice Husk,20.0,20.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007528,10,Rice Bran,10.0,10.0,tonnes/year,VIJAYAPURA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007529,10,Rice Husk,20.0,20.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007529,10,Rice Bran,10.0,10.0,tonnes/year,KOLAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007530,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007530,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007531,10,Rice Husk,20.0,20.0,tonnes/year,CHIKKAMAGALURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-007531,10,Rice Bran,10.0,10.0,tonnes/year,CHIKKAMAGALURU,IRRI Rice Knowledge Bank — Milling & Processing
