enterprise_id,enterprise_name,district,district_hq_lat,district_hq_lon,pincode,nic5_code,nic2_division,nic_description,registration_date,communication_address
KA-ENT-005622,,DHARWAD,15.4589,75.0078,580031.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",30/05/2022,"7/31, AROODH JYOTI COMPLEX, SAI NAGAR ROAD, 7/31, UNKAL HUBLI, Hubballi"
KA-ENT-005623,,BIDAR,17.9104,77.5199,585326.0,13139,13,Other activities relating to finishing of textile n.e.c.,29/07/2022,"09, nalanda college ded, deshmukha galli, 09, aurad, aurad"
KA-ENT-005624,,BELAGAVI,15.8497,74.4977,591123.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",26/11/2021,"shripatinagar, RAMDURG, shripatinagar, shripatinagar, RAMDURG, RAMDURG"
KA-ENT-005625,,BELAGAVI,15.8497,74.4977,591216.0,13124,13,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",26/11/2021,"RS NO 184/2K P NO 28, *, ABDUL LATH ROAD, RS NO 184/2K P NO 28, *, BORGAON"
KA-ENT-005626,,MANDYA,12.5218,76.8951,571807.0,10501,10,Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured),26/11/2021,"NO 1, ANJANRYA TEMPLE, BANNUR ROAD, NO 1, ANJANRYA TEMPLE, MANDYA"
KA-ENT-005627,,SHIVAMOGGA,13.9299,75.5681,577211.0,10301,10,Sun-drying of fruit and vegetables,26/11/2021,"S/o SYED YUSUF, SUA GINGER MERCHANT, LADERAKERI, S/o SYED YUSUF, AYANURU, SHIVAMOGGA"
KA-ENT-005628,,RAICHUR,16.212,77.3439,584101.0,13999,13,Manufacture of other textiles/textile products n.e.c.,27/07/2022,"SY NO 192/1, SRI NEELADRI GINNING AND PRESSING INDUSTRIES, MANCLAPUR ROAD, SY NO 192/1, 00, RAICHUR"
KA-ENT-005629,,KOPPAL,15.3504,76.1549,583227.0,10612,10,Rice milling,22/03/2022,"Sy no. 46/5/6/9 c/3, Basapatna Village Tq: Gangavathi, Basapatna Village Tq: Gangavat, Sy no. 46/5/6/9 c/3, Gangavathi, Gangavathi"
KA-ENT-005630,,BENGALURU (URBAN),12.9716,77.5946,560056.0,25123,25,Manufacture of central heating boilers and radiators and parts and accessories thereof,22/03/2022,"NO 37 SY NO 115, KATHA NO 115/37, BANGALORE NORTH, NO 37 SY NO 115, MALLATHAHALLI VILLAGE, BANGALORE"
KA-ENT-005631,,VIJAYAPURA,16.8302,75.71,586115.0,16221,16,"Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]",14/01/2021,"DEVARAHIPPARAGI, DEVARAHIPPARAGI, DEVARAHIPPARAGI, DEVARAHIPPARAGI, DEVARAHIPPARAGI, DEVARAHIPPARAGI"
KA-ENT-005632,,DAKSHIN KANNAD,12.9141,74.856,574210.0,10611,10,Flour milling,12/09/2021,"4-240/A7, VISHWACHETHANA BUILDING, DEVINAGARA, 4-240/A7, MADAVU, PUTTUR"
KA-ENT-005633,,DAKSHIN KANNAD,12.9141,74.856,574198.0,10734,10,Manufacture sweetmeats includind dairy based sweetmeats,27/03/2021,"1, KAPINADKA, BELTHANGADY TALUK, 1, ARASINAMAKKI, ARASINAMAKKI"
KA-ENT-005634,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25920,25,Machining; treatment and coating of metals,09/04/2022,"No.C91,, M/S. AUM SURFACE TECHNOLOGY, 2nd Stage Peenya,, No.C91,, 2nd B Main,, Bengaluru"
KA-ENT-005635,,BENGALURU (RURAL),13.1986,77.7066,562135.0,13112,13,Preparation and spinning of silk fiber including blended* silk,18/11/2021,"-, -, 1ST CROSS, -, WARD NO 23, VIJAYAPURA"
KA-ENT-005636,,BENGALURU (RURAL),13.1986,77.7066,560087.0,13139,13,Other activities relating to finishing of textile n.e.c.,04/08/2022,"Sreeram Layout, Naseer, Near Indira Canteen, Sreeram Layout, Mahadevapura, Bangalore"
KA-ENT-005637,,BENGALURU (URBAN),12.9716,77.5946,560018.0,16102,16,Manufacture of unassembled wooden flooring including parquet flooring,23/07/2022,"No 5, 4th cross, J j r nagar, No 5, J j r nagar, Bangalore"
KA-ENT-005638,,BAGALKOT,16.1833,75.7,587113.0,10619,10,Other grain milling and processing n.e.c.,21/02/2023,"#, LAMANI BUILDING, KULALI TANDA ONI, #, #, MUDHOL"
KA-ENT-005639,,DAKSHIN KANNAD,12.9141,74.856,575028.0,10306,10,"Manufacture of pickles, chutney etc.",13/01/2023,"1-107/1, EDURUPADAVU, VAMANJOOR, 1-107/1, MOODUSHEDDE POST, MANGALORE"
KA-ENT-005640,,MANDYA,12.5218,76.8951,571807.0,10509,10,Manufacture of other dairy products n.e.c.,21/07/2022,"Kudalakuppe, Kudalakuppe, Road, Kudalakuppe, Kudalakuppe, Pandavapura"
KA-ENT-005641,,DAKSHIN KANNAD,12.9141,74.856,574203.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",06/08/2022,"1, RITESH COMPLEX,FIRST FLOOR,KEPULU, KEPULU, 1, PUTTUR, PUTTUR"
KA-ENT-005642,,UTTAR KANNAD,14.8013,74.1288,581359.0,23954,23,Manufacture of R.C.C. bricks and blocks,06/08/2022,"44, BALEKANI, YELLAPUR, 44, NANDOLLI, YELLAPUR"
KA-ENT-005643,,BENGALURU (URBAN),12.9716,77.5946,560021.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",10/06/2022,"L - 100, SRI CHOWDESHWARI TEXTILES, 12TH CROSS L N PURAM, L - 100, LAKSHMINARAYANA PURAM, BANGALORE"
KA-ENT-005644,,BENGALURU (URBAN),12.9716,77.5946,560002.0,13999,13,Manufacture of other textiles/textile products n.e.c.,10/06/2022,"NO 17,1ST FLOOR, PILLAPPALANE, J M ROAD CROSS, NO 17,1ST FLOOR, NA, BANGALORE"
KA-ENT-005645,,DAKSHIN KANNAD,12.9141,74.856,574241.0,23921,23,Manufacture of bricks,19/03/2021,"11-212/1, BARTHIKUMERU, KODIMBADY POST, 11-212/1, PUTTUR, PUTTUR TALUK"
KA-ENT-005646,,BENGALURU (URBAN),12.9716,77.5946,560062,13999,13,Manufacture of other textiles/textile products n.e.c.,24/06/2021,"No.109,, Shiva Heritage Apartment, KUVEMPU NAGAR ROAD, No.109,, Sy.No.53, BENGALURU"
KA-ENT-005647,,MANDYA,12.5218,76.8951,571426.0,10797,10,"Manufacture of vitaminised high protein flour, frying of dal and other cereals",02/10/2020,"89, SS WATER, 89,nagamangala road. Ss water, 89, 8, Krishnarajapete"
KA-ENT-005648,,TUMAKURU,13.3379,77.1173,572102.0,10803,10,"Manufacture of prepared feeds for pets, including dogs, cats, birds, fish etc.",02/10/2020,"No. 1042, Govinda Sadana, 29th Cross, No. 1042, SIT Extn., Tumakuru"
KA-ENT-005649,,CHIKKAMAGALURU,13.3161,75.772,577228.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",02/10/2020,"35, SAMATALA, SAMATALA, 35, AMRUTHAPURA, TARIKERE"
KA-ENT-005650,,DAKSHIN KANNAD,12.9141,74.856,575011,25112,25,"Manufacture of metal frameworks or skeletons for construction and parts thereof ((towers, masts, trusses, bridges etc.)",22/06/2021,"PLOT NO 254 & 24, VINAYAKA ENGINEERING WORKS, 8TH A ROAD, PLOT NO 254 & 24, BAIKAMPADY INDUSTRIAL AREA, MANGALORE"
KA-ENT-005651,,BAGALKOT,16.1833,75.7,587201.0,13931,13,Manufacture of carpets and other floor coverings made of cotton,01/09/2021,"563/1 plot no 23, Vishwakarma Nilaya, Opp Laxmi sall mill, 563/1 plot no 23, Badami, Badami"
KA-ENT-005652,,MANDYA,12.5218,76.8951,571463.0,13131,13,Finishing of cotton and blended cotton textiles.,29/01/2022,"401 purigali, Nayakarabeedi, Main road, 401 purigali, 2 nd block, Malavalli"
KA-ENT-005653,,MYSURU,12.2958,76.6394,570010.0,13992,13,Zari work and other ornamental trimmings,25/05/2022,"NO.301 NEW NO.6, 2ND CROSS, NAZARBAD, NO.301 NEW NO.6, SIDDAPPAJI TEMPLE ROAD, MYSORE"
KA-ENT-005654,,MYSURU,12.2958,76.6394,571604.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",25/05/2022,"Saligrama Village, Salirama Near Bus Stop, Salirama Near Bus Stop, Saligrama Village, Saligrama, Mysore"
KA-ENT-005655,,BENGALURU (URBAN),12.9716,77.5946,562123.0,10750,10,Manufacture of prepared meals and dishes,26/07/2022,"No 01, Alluru village, Alluru, No 01, Alluru, Bangalore"
KA-ENT-005656,,KOPPAL,15.3504,76.1549,583230.0,10504,10,"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.",21/01/2022,"2/162, WARD NO 2, KOPPAL, 2/162, KOPPAL, KOPPAL"
KA-ENT-005657,,BENGALURU (URBAN),12.9716,77.5946,562106.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",02/12/2021,"NO 91, PUMP HOUSE, BENGALURU, NO 91, ANEKAL TOWN, BENGALURU"
KA-ENT-005658,,CHIKBALLAPUR,13.4355,77.7315,563125.0,13929,13,"Manufacture of other made-up textile articles, except apparel n.e.c.",02/08/2022,"0, 0, Ganjigunte, 0, Sidlaghatta, Sidlaghatta"
KA-ENT-005659,,KODAGU,12.4243,75.7382,571234.0,13139,13,Other activities relating to finishing of textile n.e.c.,24/02/2023,"71, ABHYATHMANGALA VILLAGE, ABHYATHMANGALA VILLAGE, 71, KUSHALNAGAR, KODAGU"
KA-ENT-005660,,CHITRADURGA,14.2251,76.398,577543.0,10796,10,"Manufacture of papads, appalam and similar food products",24/02/2023,"-, -, MAIN ROAD, -, 2ND, CHALLAKERE"
KA-ENT-005661,,BAGALKOT,16.1833,75.7,587203.0,10802,10,Manufacture of poultry feed,05/09/2022,"WARD NO 05, NEAR MARADIMATH, GULEDAGUDDA, WARD NO 05, GULEDAGUDDA, GULEDAGUDDA"
KA-ENT-005662,,BENGALURU (URBAN),12.9716,77.5946,560104.0,16222,16,"Manufacture of prefabricated buildings, or elements thereof, predominantly of wood",12/12/2022,"A-18, SAI RAM MAN POWER RESOURCES, BENGALURU, A-18, DD GUESS NETHAJI NAGAR, BENGALURU"
KA-ENT-005663,,RAMANAGARA,12.7157,77.2819,562160.0,16231,16,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc.",27/10/2022,"00, 1458 ISAMPURA STREEL, CHANNAPATNA, 00, CHANANPATNA TOWN, CHANNAPATNA"
KA-ENT-005664,,BELAGAVI,15.8497,74.4977,590001.0,10102,10,"Beef-slaughtering, preparation",06/08/2022,"34, ., ST ANTHONY STREET, 34, ., BELAGAVI"
KA-ENT-005665,,DAVANGERE,14.4644,75.9218,577001,25934,25,"Manufacture of padlocks, locks, keys, hinges and the like, hardware for buildings, furniture, vehicles etc.",21/09/2020,"133/6, BALAJI PIPES AND HARDWARE, K R ROAD, 133/6, OPP L I C, DAVANGERE"
KA-ENT-005666,,BENGALURU (URBAN),12.9716,77.5946,560022,25999,25,Manufacture of other fabricated metal products n.e.c.,21/12/2020,"NO 92, GROUND FLOOR, BANGALORE, NO 92, YESHWANTHPUR, BANGALORE"
KA-ENT-005667,,BENGALURU (URBAN),12.9716,77.5946,560100.0,25999,25,Manufacture of other fabricated metal products n.e.c.,10/03/2021,"P R GOPINATH NO 81,, KANASU BUILDING, KIADB LAYOUT, P R GOPINATH NO 81,, ELECTRONIC CITY, BANGALORE"
KA-ENT-005668,,KOPPAL,15.3504,76.1549,583229.0,10612,10,Rice milling,10/03/2021,"BLOCK NO 01, BEVINHAL, NAVALI ROAD, BLOCK NO 01, WARD NO, KARATAGI"
KA-ENT-005669,,TUMAKURU,13.3379,77.1173,572106.0,16296,16,"Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf; articles of vegetables fibre etc,.",14/06/2021,"Sy No 1, Mallappa Road Entrance, Sira Gate, Sy No 1, Sira Gate, Tumakuru"
KA-ENT-005670,,BENGALURU (URBAN),12.9716,77.5946,560094,10309,10,Preservation of fruit and vegetables n.e.c.,19/09/2020,"311, Sanjay Nagar, Nagshetalli Main Road, 311, Opp, Hamuman Temple, Bangalore"
KA-ENT-005671,,BENGALURU (URBAN),12.9716,77.5946,560062,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",19/09/2020,"No. 3, Ground Floor, JP Nagar 8th Phase, No. 3, Krishnagar, Kottanur Dinne, Bengaluru"
KA-ENT-005672,,DAKSHIN KANNAD,12.9141,74.856,575002.0,10409,10,"Manufacture of other vegetable oil, animal oil and fats n.e.c",01/02/2022,"NO S-7, DOOR NO T-6-4-T-220/27 SECOND FLOOR SALAFI CENTRE, MANGALORE, NO S-7, KANKANADY, MANGALORE"
KA-ENT-005673,,DAKSHIN KANNAD,12.9141,74.856,574210.0,23952,23,"Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)",15/03/2022,"3-213/B1, Sannidhi, Aryapu Village, 3-213/B1, Kukkady, Puttur"
KA-ENT-005674,,HAVERI,14.7939,75.4041,581104.0,16222,16,"Manufacture of prefabricated buildings, or elements thereof, predominantly of wood",04/02/2022,"#, Gadiyankanahalli, Gadiyankanahalli, #, #, Hangal"
KA-ENT-005675,,BELAGAVI,15.8497,74.4977,591120.0,23921,23,Manufacture of bricks,07/08/2022,"668, Chandupatel, Indira Nagar, 668, 1, Khanaur"
KA-ENT-005676,,UTTAR KANNAD,14.8013,74.1288,581401.0,16299,16,Manufacture of other wood products n.e.c.,07/08/2022,"5 ROAD CIRCLE, HOSPITAL ROAD, SIRSI, 5 ROAD CIRCLE, SIRSI, SIRSI"
KA-ENT-005677,,MYSURU,12.2958,76.6394,571105.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",04/02/2022,"0, 0, NILUVAGILU, 0, NILUVAGILU, HUNSUR"
KA-ENT-005678,,MYSURU,12.2958,76.6394,570001.0,10505,10,"Manufacture of ice-cream, kulfi etc.",09/12/2021,"347 KT STREET ROAD,, NEXT TO AARFA HOTEL, MAHANAGAR PALIKE II CIRCLE, 347 KT STREET ROAD,, MANDI MOHALLA MYSORE, KARNATAKA"
KA-ENT-005679,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",10/06/2022,"SURVAY NO 29, SITE NO. 49,50, KMH Layout, SURVAY NO 29, Behind Kongadiyappa College, Doddaballapura"
KA-ENT-005680,,RAMANAGARA,12.7157,77.2819,562160.0,16299,16,Manufacture of other wood products n.e.c.,05/02/2022,"245, MOON STAR TOYS, JEEVANPUR MOHALLA, 245, 245, CHANNAPATNA"
KA-ENT-005681,,BENGALURU (URBAN),12.9716,77.5946,562162.0,13131,13,Finishing of cotton and blended cotton textiles.,01/09/2021,"1 behind telephone, Exchange Jayamma building, Madanayakanahalli, 1 behind telephone, 2, Bangalore"
KA-ENT-005682,,BENGALURU (RURAL),13.1986,77.7066,560078.0,16222,16,"Manufacture of prefabricated buildings, or elements thereof, predominantly of wood",01/09/2021,"NO 05,, BASAPPA REDDY COMPOUND,, KANAKAPURA ROAD,, NO 05,, YELACHENAHALLI,, BANGALORE"
KA-ENT-005683,,BENGALURU (RURAL),13.1986,77.7066,562123.0,13913,13,Manufacture of knitted and crocheted synthetic fabrics,02/10/2020,"NO.4802/22,, GROUND FLOOR,, NELAMANGALA,, NO.4802/22,, VIJAYANAGAR,, BENGALURU RURAL,"
KA-ENT-005684,,BELAGAVI,15.8497,74.4977,590003.0,10309,10,Preservation of fruit and vegetables n.e.c.,03/10/2020,"MAIN ROAD, HALAGA, NH4, MAIN ROAD, BELAGAVI, BELAGAVI"
KA-ENT-005685,,CHIKKAMAGALURU,13.3161,75.772,577547.0,10501,10,Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured),25/05/2022,"4, Mohan, Hosadurga road, 4, D, Ajjampura"
KA-ENT-005686,,BENGALURU (RURAL),13.1986,77.7066,562125.0,13999,13,Manufacture of other textiles/textile products n.e.c.,25/07/2022,"No.56, ., suggalamma temple, Road, No.56, kurubara beedi, Bangalore"
KA-ENT-005687,,CHAMARAJNAGAR,11.9218,76.9433,571115.0,16229,16,Manufacture of builders' carpentry and joinery n.e.c.,25/07/2022,"#, Sri kalikamba parnichars, A P C C Bank, #, 5, chamarajanagara"
KA-ENT-005688,,BIDAR,17.9104,77.5199,585436.0,25910,25,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25/07/2022,"shri sai fabrication, nittur, bidar road, shri sai fabrication, near govt school, bidar"
KA-ENT-005689,,VIJAYAPURA,16.8302,75.71,586212.0,13139,13,Other activities relating to finishing of textile n.e.c.,25/07/2022,"356, Alam Manzil, MehaboobNagar, Abubakar Masjid, 356, 21, Muddebihal"
KA-ENT-005690,,RAMANAGARA,12.7157,77.2819,562108.0,23931,23,"Manufacture of articles of porcelain or china, earthenware, imitation porcelain or common pottery, including earthen statues",30/08/2022,"100, A Building, Chanapatanna road, 100, A, Chanapatanna"
KA-ENT-005691,,DAKSHIN KANNAD,12.9141,74.856,575002.0,10802,10,Manufacture of poultry feed,30/08/2022,"1st Floor, Annapoorneshwari Building, Mangalore, 1st Floor, -, Mangalore"
KA-ENT-005692,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",20/10/2022,"NO 2453, WARD NO 2, NEAR MASJID, NO 2453, 0, DODDABALLAPURA"
KA-ENT-005693,,BENGALURU (RURAL),13.1986,77.7066,562125.0,10614,10,"Grain milling other than wheat, rice and dal",20/10/2022,"1, Papaiah, Mugulur, 1, 2, Sajapura"
KA-ENT-005694,,TUMAKURU,13.3379,77.1173,572106.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",20/10/2022,"2, CMC COMPLEX, SIRA ROAD TUMKUR, 2, 21, TUMKUR"
KA-ENT-005695,,DHARWAD,15.4589,75.0078,580028.0,13131,13,Finishing of cotton and blended cotton textiles.,09/12/2021,"N/A, Shalgar building, Kamari peth, N/A, N/A, Hubli"
KA-ENT-005696,,MANDYA,12.5218,76.8951,571415.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",05/02/2022,"-NA-, -NA-, -NA-, -NA-, Srirangapattana Taluk, -NA-"
KA-ENT-005697,,BENGALURU (URBAN),12.9716,77.5946,560083.0,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",09/12/2021,"8/1, Pranav Condiments, 80 feet road, 8/1, Anjanapura main, Bangalore"
KA-ENT-005698,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",05/02/2022,"0, 0, DODDABALLAPUR, 0, 1ST CROSS, DODDABALLAPUR"
KA-ENT-005699,,BIDAR,17.9104,77.5199,585403.0,13119,13,"Preparation and spinning of jute, mesta and other natural fibers including blended natural fibers n.e.c. *Blended yarn/fabrics means, yarn/fabrics containing more than 50% of one fiber.",05/02/2022,"9-8126/a, bvb college road, colony bidar, 9-8126/a, basavanagar, bidar"
KA-ENT-005700,,BALLARI,15.1394,76.9214,583101.0,13999,13,Manufacture of other textiles/textile products n.e.c.,04/12/2021,"NEAR MK HALL, BHAGYA ENTERPRISE, BALLARI, NEAR MK HALL, 2ND FLOOR JAGRUTHI NAGAR, BALLARI"
KA-ENT-005701,,CHITRADURGA,14.2251,76.398,577213.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",30/03/2022,"01, 01, 02, 01, 02, HOSADURGA"
KA-ENT-005702,,BAGALKOT,16.1833,75.7,587116,10796,10,"Manufacture of papads, appalam and similar food products",04/06/2022,"DHAVALESHWARA, TQ: BILGI, TQ: BILGI, DHAVALESHWARA, DHAVALESHWARA, AT: POST: DHAVALESHWARA"
KA-ENT-005703,,BENGALURU (URBAN),12.9716,77.5946,560105.0,25111,25,"Manufacture of doors, windows and their frames, shutters and rolling shutters, gates and similer articles used on buildings",01/08/2022,"00, H Vaddarapalya, Jigani Post, 00, Anekal, Bangalore"
KA-ENT-005704,,DAVANGERE,14.4644,75.9218,577218.0,10308,10,Manufacture of potato flour & meals and prepared meals of vegetables,04/02/2022,"#141, farooqiya masjid road, farooqiya masjid road, #141, #141, Channagiri"
KA-ENT-005705,,BAGALKOT,16.1833,75.7,587314.0,13124,13,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",04/02/2022,"WARD NO 29, IDGA ROAD, BEHIND DATTATREYA TEMPLE, WARD NO 29, IDGA ROAD, RAMPUR"
KA-ENT-005706,,DAVANGERE,14.4644,75.9218,583218.0,13999,13,Manufacture of other textiles/textile products n.e.c.,11/06/2022,"CHALAVADI COLONY, ALUR, ALUR, CHALAVADI COLONY, ALUR, KUDLIGI"
KA-ENT-005707,,MANDYA,12.5218,76.8951,571430.0,10614,10,"Grain milling other than wheat, rice and dal",07/02/2022,"No, S.C.D.L Complex, Opp SBI Road, No, Near Ganesha Lodge, Malavalli"
KA-ENT-005708,,BENGALURU (URBAN),12.9716,77.5946,560001.0,23934,23,Manufacture of electrical insulators and insulating fittings of ceramics,19/11/2021,"GROUND FLOOR, 61, NAGAR, GROUND FLOOR, BHARATHI, BANGALORE"
KA-ENT-005709,,TUMAKURU,13.3379,77.1173,572137.0,16299,16,Manufacture of other wood products n.e.c.,14/03/2022,"ASST 1258/1190/5909, K R BADAVANE, K R BADAVANE, ASST 1258/1190/5909, SIRA, SIRA"
KA-ENT-005710,,KALABURAGI,17.3297,76.82,585103.0,10204,10,Processing and preserving of fish crustacean and similar foods,14/03/2022,"SHOP NO 03, SHREE RAM HOTEL, AFZALPUR ROAD, SHOP NO 03, GULBARGA, GULBARGA"
KA-ENT-005711,,BENGALURU (URBAN),12.9716,77.5946,560085.0,10750,10,Manufacture of prepared meals and dishes,14/01/2022,"# 472,, SHASTRYS ADIGE MANE, BANASHANKARI 3RD STAGE, # 472,, KATRIGUPPE, BENGALURU"
KA-ENT-005712,,GADAG,15.43,75.62,582102.0,23922,23,"Manufacture of non-refractory ceramic sanitary wares: sinks, baths, water- closet pans, flushing cistern etc.",19/07/2022,"SURVEY NO 39/1+2 K, ., HUBLI-BETAGERI, SURVEY NO 39/1+2 K, ., GADAG"
KA-ENT-005713,,CHIKBALLAPUR,13.4355,77.7315,562102.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",14/01/2022,"0, ARIKERE, ARIKERE, 0, 0, SHIDLAGATTA"
KA-ENT-005714,,BENGALURU (URBAN),12.9716,77.5946,560091.0,10101,10,"Mutton-slaughtering, preparation",18/11/2021,"#11, Gajendra, 7th cross, #11, #01, Banglore"
KA-ENT-005715,,BENGALURU (URBAN),12.9716,77.5946,560016.0,10101,10,"Mutton-slaughtering, preparation",18/11/2021,"NO.01, LAKSHMAMMA BUILDING, RAMAMURHTY NAGAR, NO.01, 6TH CROSS, T.C.PALYA MAIN ROAD, BANGALORE"
KA-ENT-005716,,SHIVAMOGGA,13.9299,75.5681,557214.0,13999,13,Manufacture of other textiles/textile products n.e.c.,16/03/2022,"00, Bheerana Gowda Building, Siddeshwara Beedi, 00, 00, Shikaripura Taluk"
KA-ENT-005717,,DAKSHIN KANNAD,12.9141,74.856,574203.0,25999,25,Manufacture of other fabricated metal products n.e.c.,26/11/2021,"3-4(1), KEMMAI, uppinangadi road, 3-4(1), A, puttur"
KA-ENT-005718,,GADAG,15.43,75.62,582116.0,10793,10,Processing of edible nuts,26/01/2022,"9/1 C/1, Peth Bana, Savanur Road, 9/1 C/1, C, Lakshmeshwar"
KA-ENT-005719,,BELAGAVI,15.8497,74.4977,591216.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",26/01/2022,"10/43, MANAKAPUR, MALABHAG, 10/43, -, MANAKAPUR"
KA-ENT-005720,,BENGALURU (RURAL),13.1986,77.7066,560097.0,23912,23,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods",26/11/2021,"NO. 26, VEERASAGARA MAIN ROAD, BANGALORE, NO. 26, DODDABETTAHALLI, BANGALORE"
KA-ENT-005721,,BENGALURU (URBAN),12.9716,77.5946,560026.0,13135,13,"Finishing of jute, mesta and other vegetable textiles fabrics",23/03/2022,"268/2, 1st floor, 3RD MAIN 3RD CROSS, 268/2, PIPE LANE ROAD, MYSORE ROAD"
KA-ENT-005722,,BELAGAVI,15.8497,74.4977,591214.0,10504,10,"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.",24/01/2022,"BEDKIHAL, BEDKIHAL, MAIN ROAD, BEDKIHAL, NIPPANI, BEDKIHAL"
KA-ENT-005723,,BENGALURU (RURAL),13.1986,77.7066,560073.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",24/11/2020,"Umesh compound, Near Anjaneya temple, Anchepalya,Bangalore, Umesh compound, NA, Bangalore"
KA-ENT-005724,,MYSURU,12.2958,76.6394,571301.0,16229,16,Manufacture of builders' carpentry and joinery n.e.c.,29/05/2022,"NO 199, 3RD CROSS, THYAGARAJA COLONY, NO 199, A, MYSORE"
KA-ENT-005725,,BENGALURU (URBAN),12.9716,77.5946,560096.0,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",29/07/2022,"31, Bakers paradise, Nandini layout, 31, Ganesha block, Banglore"
KA-ENT-005726,,BENGALURU (URBAN),12.9716,77.5946,560090.0,16299,16,Manufacture of other wood products n.e.c.,28/11/2021,"No. 50, Ganigarahall, Pipeline Road,  Somashettyhalli, Pipeline Road,  Somashettyhall, No. 50, Ganigarahall, Pipeline Road,  Somashettyhall, Bangalore"
KA-ENT-005727,,BELAGAVI,15.8497,74.4977,590008.0,10307,10,Canning of fruits and vegetables,25/01/2022,"691, R C Nagar, belagavi, 691, belagavi, belagavi"
KA-ENT-005728,,DAKSHIN KANNAD,12.9141,74.856,574221.0,13999,13,Manufacture of other textiles/textile products n.e.c.,24/01/2022,"1-46, Priya textile and garment, main road, 1-46, -, kadaba"
KA-ENT-005729,,BALLARI,15.1394,76.9214,583102.0,13922,13,Manufacture of crocheted made up textile goods except apparel,26/11/2021,"WARD NO 2, JANATHA COLONY, BALLARI, WARD NO 2, MALLEGADDE CAMP, BALLARI"
KA-ENT-005730,,BENGALURU (URBAN),12.9716,77.5946,560091.0,13139,13,Other activities relating to finishing of textile n.e.c.,25/11/2021,"52/1A, Rajath Comple, Andrahalli Main Road, 52/1A, Andrahalli, Bengaluru"
KA-ENT-005731,,MYSURU,12.2958,76.6394,570019.0,13991,13,Embroidery work and making of laces and fringes,23/03/2022,"2024, NASREEN MANZIL, 1ST CROSS,SHANTHINAGAR, 2024, 12, MYSORE"
